frame,t_ms,face_present,ParamAngleX,ParamAngleY,ParamAngleZ,ParamEyeLOpen,ParamEyeROpen,ParamEyeBallX,ParamEyeBallY,ParamMouthOpenY,ParamMouthForm,ParamBodyAngleX,ParamBodyAngleY,ParamBodyAngleZ,ParamBreath
0,0,True,-1.2353400778097208,0.028583651901120888,-0.7169925751304554,0.8548470586538315,0.890748642385006,-0.06294971330623543,-0.22495571868494157,0,-0.0011424319952766382,-0.26765701685877286,0.004287547785168134,-0.11949876252174257,0.19747110857276307
1,67,True,-1.1577195845931558,0.10621212805112634,-0.9546921935124031,0.8526924103498459,0.9002532660961151,-0.06634362599413311,-0.2477825029753149,0,-0.0012902440431616924,-0.25083924332851715,0.01593181920766895,-0.15911536558540051,0.24076259698902236
2,117,True,-1.1345609282366977,0.08882336694910986,-1.1328792306660747,0.8546909093856812,0.9017334952950478,-0.05756700223843968,-0.24783314922824506,0,-0.0012085158803074592,-0.24582153445128452,0.01332350504236648,-0.18881320511101246,0.2751066474160347
3,184,True,-1.1561337305381019,0.101153379868407,-1.1420790473134088,0.8579926043748856,0.9071017503738403,-0.05395681223432934,-0.25770101901143794,0,-0.0010406245594367647,-0.25049564161658877,0.01517300698026105,-0.19034650788556814,0.32304218893509945
4,234,True,-1.1917671240874634,0.1396042384680971,-0.9865603628142647,0.8589741587638855,0.9118877947330475,-0.05777782759230053,-0.2581618593074382,0,-0.000835640672903537,-0.2582162102189504,0.02094063577021457,-0.1644267271357108,0.3602027893767359
5,300,True,-1.165708544662015,0.1707608593093859,-1.0050556206285701,0.8596216440200806,0.9154195934534073,-0.06108921019892609,-0.25740331569686536,0,-0.0006085752773969944,-0.2525701846767699,0.025614128896407885,-0.1675092701047617,0.411174216553472
6,350,True,-1.1796104293108005,0.15833082102304363,-0.9451287455858405,0.8596672117710114,0.9155724570155144,-0.05967478452782547,-0.2527206388302148,0,-0.0005443205210440283,-0.25558225968400683,0.023749623153456547,-0.15752145759764008,0.45005357794786244
7,400,True,-1.2233579256084557,0.09652810591652017,-0.9084975454951414,0.8530745059251785,0.9064290598034859,-0.06620061396222031,-0.2540034690871835,0,-0.000553293972643587,-0.2650608838818321,0.014479215887478025,-0.15141625758252356,0.4892408756430754
8,467,True,-1.296542345828728,0.03159766618427984,-0.8826765664369026,0.8469735682010651,0.8998710587620735,-0.07938186264197743,-0.2580636178143323,0,-0.0006264434144895858,-0.2809175082628911,0.004739649927641976,-0.1471127610728171,0.5414997664132262
9,517,True,-1.353476750641087,0.017132636572609883,-0.8104028749626501,0.8466453105211258,0.9024660289287567,-0.08652680179636395,-0.2658685415051878,0,-0.0006342462372685986,-0.2932532959722355,0.0025698954858914824,-0.13506714582710833,0.5805435412649332
10,567,True,-1.3656059201929378,-0.02307754392991601,-0.769958510184095,0.8475434631109238,0.9008502513170242,-0.0935626793519727,-0.2682077043689788,0,-0.000697631370826457,-0.29588128270846986,-0.0034616315894874018,-0.12832641836401584,0.6189361861173581
11,634,True,-1.2589713513734608,-0.0032839942350442186,-0.6650101969322586,0.8508938699960709,0.9002111405134201,-0.07988272419731533,-0.26562657831236725,0,-0.0007068149619726682,-0.27277712613091654,-0.0004925991352566329,-0.1108350328220431,0.6690733402988421
12,684,True,-1.2701087425038946,-0.011510354170785497,-0.5960487906909941,0.8536434471607208,0.8997881934046745,-0.07291177845160877,-0.2653770672157407,0,-0.0006877273792724736,-0.27519022754251055,-0.0017265531256178245,-0.0993414651151657,0.7054708129227265
13,750,True,-1.2179607305992461,-0.005754513040343134,-0.5170427946364846,0.8553072810173035,0.9019755721092224,-0.06221266648332989,-0.25994401676580314,0,-0.0007495126595813417,-0.26389149162983666,-0.0008631769560514702,-0.08617379910608076,0.752015130010483
14,800,True,-1.3096448721371894,-0.0001173798675218052,-0.4516307711499133,0.8593650311231613,0.9047679901123047,-0.06913185118298447,-0.25637228526175027,0,-0.0007502398998440185,-0.28375638896305766,-1.7606980128270778e-05,-0.07527179519165221,0.7851202625285462
