frame,t_ms,face_present,ParamAngleX,ParamAngleY,ParamAngleZ,ParamEyeLOpen,ParamEyeROpen,ParamEyeBallX,ParamEyeBallY,ParamMouthOpenY,ParamMouthForm,ParamBodyAngleX,ParamBodyAngleY,ParamBodyAngleZ,ParamBreath
70,3994,True,-0.19019903705660549,0.23265449743388533,1.0516063900124024,0.8579716086387634,0.8763929307460785,0.0546556869654783,-0.12790188165381555,0.2875797330559074,-0.14144447810213023,-0.04120979136226452,0.0348981746150828,0.17526773166873372,0.18713355411380683
71,4044,True,-0.19981776188691497,0.16073516030625346,0.9703945268255837,0.8629021346569061,0.8813388422131538,0.047307524843407514,-0.12529819803312425,0.29266757005220884,-0.16366609646502184,-0.043293848408831576,0.024110274045938018,0.16173242113759728,0.21876346601686458
72,4110,True,-0.2807762787819752,0.15849020741756625,0.9310749754384423,0.8646042943000793,0.8814357593655586,0.031300663961363676,-0.12639770908281212,0.2977030788149152,-0.18521659961152181,-0.060834860402761294,0.02377353111263494,0.1551791625730737,0.263470859594482
73,4160,True,-0.43666007478414237,0.1467411683505384,0.8105569626200891,0.8662939220666885,0.8811141103506088,0.015068769468260648,-0.1290700451470912,0.29780487116281085,-0.1968569212804141,-0.09460968286989753,0.022011175252580763,0.1350928271033482,0.2987624531239564
74,4210,True,-0.494051775156618,0.12657494838671024,0.7285123395027746,0.8692268133163452,0.8838333562016487,0.008469709208501222,-0.13440495887771253,0.2979956447304069,-0.21417580392335367,-0.1070445512839339,0.018986242258006537,0.12141872325046243,0.33529474304819606
75,4277,True,-0.584218498164548,0.1322144612091396,0.6893762245635255,0.8670428693294525,0.8862035647034645,0.0054746065421828055,-0.13716643275693063,0.297243697302682,-0.2149880589240638,-0.12658067460231873,0.01983216918137094,0.11489603742725425,0.3854932443513632
76,4327,True,-0.565770157965399,0.14351059315237613,0.6665579036338667,0.8698594570159912,0.8879782110452652,0.01950273943532789,-0.14125284245237713,0.29476058328306515,-0.21961429615475936,-0.12258353422583647,0.02152658897285642,0.11109298393897778,0.4240331842003118
77,4394,True,-0.599474351436104,0.12488614933896346,0.6080631355630586,0.8718859553337097,0.8901143968105316,0.024590302272034528,-0.14330770326778297,0.2981907918855741,-0.23027651090887957,-0.12988610947782253,0.01873292240084452,0.10134385592717643,0.4761329688057359
78,4444,True,-0.6470600696852586,0.11416596335531803,0.5566067826218545,0.8740834146738052,0.8918794319033623,0.019604172570896986,-0.1448607274331153,0.2934275679774098,-0.24322989203210454,-0.14019634843180603,0.017124894503297707,0.09276779710364241,0.515391372212863
79,4493,True,-0.6710557177155719,0.09927343689065893,0.5456963149218603,0.8738884627819061,0.890852153301239,0.015031592933727148,-0.14605774143710737,0.2907232975030874,-0.2506262380593398,-0.1453954055050406,0.01489101553359884,0.09094938582031005,0.5538521902138118
80,4560,True,-0.6690034764264012,0.0700470717582915,0.47714765881687116,0.8693395555019379,0.8838793486356735,-0.01782631407092726,-0.15538527881726627,0.3000400840462028,-0.21982974848651793,-0.1449507532257203,0.010507060763743725,0.07952460980281185,0.6062338065594175
81,4610,True,-0.7184640824556391,0.004966974788691125,0.3546753769199275,0.8686669021844864,0.8803740739822388,-0.05431042610268509,-0.1651434113271535,0.28917980813360833,-0.09177649341290817,-0.15566721786538848,0.0007450462183036688,0.05911256281998792,0.644240186293238
82,4677,True,-0.7332085108266885,-0.01248029716581911,0.4443470086919718,0.8644856661558151,0.8805393725633621,-0.06099384649257576,-0.17502993689849977,0.2801845383334469,-0.011749527417123318,-0.15886184401244918,-0.0018720445748728665,0.0740578347819953,0.6934440021927308
83,4727,True,-0.6470872421169607,-0.0049232807937675815,0.4846852772575903,0.8618570268154144,0.8775469064712524,-0.0620286874340049,-0.16835446534678344,0.24028507300785606,0.24284456891473383,-0.14020223579200816,-0.0007384921190651373,0.08078087954293171,0.7290921063699464
84,4794,True,-0.4122410598828227,-0.00035760912916771304,0.6549068526300543,0.8562532812356949,0.8734999150037766,-0.05489500610690033,-0.16346205743029718,0.23467712742941718,0.529298036970431,-0.08931889630794493,-5.364136937515696e-05,0.10915114210500905,0.7742487782033199
85,4844,True,-0.3495729018109669,0.04323243645107233,0.8931121211542863,0.8506220579147339,0.8694334775209427,-0.060238335268305895,-0.1647855133749545,0.20970647753059088,0.5828999227378517,-0.07574079539237617,0.0064848654676608495,0.14885202019238103,0.8062052318330997
86,4893,True,-0.3357265509958115,0.07233051012597169,1.0552760958650567,0.8476328402757645,0.8667314648628235,-0.06172942927639401,-0.17290462246164684,0.19920063638067861,0.6093765663681552,-0.07274075271575915,0.010849576518895754,0.1758793493108428,0.8356921768556953
87,4960,True,-0.37868037074439054,0.10529218808606267,1.261155255525975,0.8470151275396347,0.8639627695083618,-0.07402938603024399,-0.17707554968073969,0.18026484065241624,0.5196380882989615,-0.08204741366128461,0.0157938282129094,0.2101925425876625,0.8730751712045132
88,5010,True,-0.37453981991818724,0.1337504015026747,1.1702784202757994,0.850958988070488,0.8621487319469452,-0.05922146326463139,-0.16829825816676025,0.15922844564759886,0.4497397383674979,-0.08115029431560725,0.020062560225401205,0.1950464033792999,0.8980907809178795
89,5076,True,-0.35336954618365235,0.15203171857786213,1.0672819374046523,0.8527534753084183,0.8642518669366837,0.011511367759002092,-0.16674639722332363,0.16445997241255522,0.39332933543482795,-0.07656340167312468,0.02280475778667932,0.17788032290077538,0.9271387158496476
90,5127,True,-0.3179202145759558,0.1640225088997047,0.9493857110633087,0.8558484315872192,0.8645746856927872,0.07272259519834602,-0.16362899793311958,0.15608128169914345,0.3184085354441777,-0.06888271315812376,0.02460337633495571,0.1582309518438848,0.9465680014998212
91,5177,True,-0.2524517625938908,0.19673230935473995,0.9076749811150066,0.8576400876045227,0.863669291138649,0.09794685525287473,-0.1676893352530897,0.1427296090435672,0.26552142878063023,-0.05469788189534301,0.029509846403210995,0.15127916351916776,0.9628065911379552
92,5244,True,-0.18847503301651924,0.19860188673414036,0.8091530720376631,0.8556310534477234,0.8639782965183258,0.13504329883892618,-0.16167524429038171,0.12879810704813374,0.23474340606480837,-0.04083625715357917,0.029790283010121054,0.1348588453396105,0.9800591004261336
93,5294,True,-0.19936734093439465,0.20075076653903245,0.7184812042706208,0.8597776889801025,0.8664607405662537,0.1517264675482043,-0.16291146138682966,0.12610991821660622,0.22072018403559923,-0.04319625720245218,0.03011261498085487,0.1197468673784368,0.9895476011619232
94,5344,True,-0.2578643911994403,0.25998227216470493,0.6712400399612825,0.8593511432409286,0.8675238341093063,0.14682196221713506,-0.16472863284870987,0.11557009467830905,0.19989030086435378,-0.05587061809321207,0.03899734082470574,0.11187333999354707,0.9960178781454527
95,5410,True,-0.28101846163704947,0.2579676654531209,0.5858121461350084,0.8598890900611877,0.8671723902225494,0.13103294746418082,-0.1660325151868165,0.10977048533303396,0.18091249489225447,-0.060887333354694054,0.038695149817968136,0.09763535768916808,0.9998842278398792
96,5460,True,-0.3117852631748793,0.28392991219171826,0.47874479204132925,0.8622046411037445,0.8688856512308121,0.12397148647744739,-0.17140043033286934,0.10895043766343748,0.1677316096611321,-0.06755347368789051,0.04258948682875774,0.07979079867355487,0.9991874027612435
97,5527,True,-0.324206663413465,0.3076772907796492,0.41349012961039827,0.8651079386472702,0.8699405640363693,0.1149890530056187,-0.1777036876417697,0.10799227364651567,0.16312362696044147,-0.07024477707291742,0.04615159361694739,0.06891502160173305,0.9934827440067568
98,5577,True,-0.3281461662330399,0.3034513641915346,0.4132979958269135,0.8619498312473297,0.8693864196538925,0.11446239428062523,-0.18036131719127302,0.10644864881193483,0.20428808452561498,-0.07109833601715865,0.04551770462873019,0.06888299930448558,0.9856668862093394
99,5627,True,-0.33704393306410874,0.3048219325185171,0.38978898201807205,0.8584804832935333,0.8691209852695465,0.11526149466101611,-0.17897746963426475,0.11141087095458786,0.25573354214429855,-0.07302618549722356,0.045723289877777566,0.06496483033634534,0.9748194927825802
100,5710,True,-0.32982690815122256,0.32051064111686234,0.3230387347719418,0.8533177673816681,0.8670999854803085,0.11233957718525613,-0.19033802552148704,0.1202602448401513,0.41329811385367066,-0.07146249676609823,0.04807659616752935,0.053839789128656966,0.950318785270849
101,5777,True,-0.175233958572593,0.23868365716494114,0.3876028914836418,0.843122273683548,0.8517884314060211,0.12267722423587525,-0.19977229991927747,0.12262320131450503,0.6957061287248507,-0.03796735769072849,0.03580254857474117,0.0646004819139403,0.9251255917519045
102,5827,True,-0.16751198443090667,0.014839237982011255,0.45721721852663544,0.8400410860776901,0.8441526293754578,0.13147127722789131,-0.19527382468804722,0.1073588001263606,0.7716336481971666,-0.03629426329336312,0.0022258856973016885,0.07620286975443924,0.9031655330515075
103,5876,True,-0.22714918173717233,-0.14388876721387156,0.531042626761258,0.8421882838010788,0.8409745246171951,0.11713877042223299,-0.1929374036379159,0.0973634495363607,0.7935184442903847,-0.049215656043054,-0.021583315082080733,0.08850710446020967,0.8791297580655568
104,5944,True,-0.26421709330258425,-0.20139208136607323,0.5606633193141848,0.8414267003536224,0.8389292061328888,0.10969495215852344,-0.19126110775396232,0.08865488194800042,0.7963694414356723,-0.05724703688222659,-0.030208812204910986,0.09344388655236413,0.8425024976356608
105,6010,True,-0.3141399347474421,-0.2652432693888027,0.6267323319949769,0.841844230890274,0.8362173736095428,0.10164624267656887,-0.19910041494295005,0.08085433693675251,0.7944200080819428,-0.06806365252861246,-0.039786490408320406,0.10445538866582949,0.8025914196483042
106,6060,True,-0.32012226040279207,-0.29859198388962493,0.7002026100513834,0.8426354378461838,0.8356512188911438,0.10187320133138979,-0.19911926956847315,0.07722807162767881,0.7921286503551528,-0.06935982308727162,-0.04478879758344374,0.1167004350085639,0.7709567916383517
107,6127,True,-0.21830846002330676,-0.3015251952777076,0.7004090450810658,0.8427207171916962,0.8379708230495453,0.10416710936863506,-0.20373441157862549,0.07185014579203221,0.792583029717207,-0.04730016633838313,-0.04522877929165614,0.11673484084684431,0.724893352583965
108,6176,True,-0.2712087813476951,-0.31713762570992543,0.6940600517666861,0.8427358269691467,0.839434802532196,0.09006480873961532,-0.20389802539721136,0.07764056286254487,0.7969288061140105,-0.05876190262533394,-0.04757064385648881,0.11567667529444768,0.6897442276047591
109,6244,True,-0.24900348287820318,-0.3142115829372587,0.6450359054485643,0.843747153878212,0.8417140692472458,0.07944791579086864,-0.21142056742683057,0.07805212519385597,0.8022329404484481,-0.053950754623610694,-0.04713173744058881,0.10750598424142738,0.6397972106232855
110,6294,True,-0.24239887508359592,-0.3129534213568643,0.6479444750496716,0.8429880887269974,0.842337116599083,0.08037181572456444,-0.21279475344344978,0.0788243536825304,0.7999827426392585,-0.05251975626811245,-0.04694301320352965,0.10799074584161192,0.6017012595625374
