part_a,part_b,score,bbox_gap,contact_length,draw_order_gap,shared_chain_depth,chain_a,chain_b,physics_a,physics_b
nose_reference,accent_blush,16.75,0.0,25,175.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,eye_expr_heart,16.7,0.0,60,35.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,eye_expr_squeeze,16.66,0.0,60,34.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,eye_expr_jito,16.62,0.0,60,33.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,eye_expr_surprise,16.58,0.0,60,32.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,eye_expr_wink,16.54,0.0,60,31.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,eye_expr_smile,16.5,0.0,60,30.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
accent_blush,accent_gloom,15.8,54.0,0,120.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
nose_reference,eye_expr_heart,15.75,0.0,25,150.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
accent_tear,accent_gloom,15.72,63.632,0,118.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
nose_reference,eye_expr_squeeze,15.71,0.0,25,149.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
nose_reference,eye_expr_jito,15.67,0.0,25,148.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
nose_reference,eye_expr_surprise,15.63,0.0,25,147.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
nose_reference,eye_expr_wink,15.59,0.0,25,146.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
nose_reference,eye_expr_smile,15.55,0.0,25,145.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
hair_back_L,shoulder_hair,15.48,65.0,0,112.0,2,root_warp>back_hair_warp,root_warp>back_hair_warp,1,1
eye_R_blink,accent_blush,14.82,0.0,112,53.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,accent_blush,14.76,0.0,114,54.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,accent_blush,14.74,0.0,112,51.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,accent_blush,14.68,0.0,114,52.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_smile,accent_sweat,14.63,0.0,49,152.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_wink,accent_sweat,14.59,0.0,49,151.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_surprise,accent_sweat,14.55,0.0,49,150.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_jito,accent_sweat,14.51,0.0,49,149.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_squeeze,accent_sweat,14.47,0.0,49,148.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_heart,accent_sweat,14.43,0.0,49,147.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,R_brow,13.926,0.0,107,3.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,R_brow,13.846,0.0,107,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,L_brow,13.766,0.0,111,4.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,L_brow,13.686,0.0,111,2.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,nose_reference,13.59,0.0,25,96.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,eye_expr_heart,13.32,0.0,122,28.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,eye_expr_squeeze,13.28,0.0,122,27.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,eye_expr_jito,13.24,0.0,122,26.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,eye_expr_heart,13.24,0.0,122,26.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,eye_expr_squeeze,13.2,0.0,122,25.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
hair_back_R,shoulder_hair,13.19,0.0,45,111.0,2,root_warp>back_hair_warp,root_warp>back_hair_warp,1,1
eye_R_blink,eye_expr_wink,13.16,0.0,122,24.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,eye_expr_jito,13.16,0.0,122,24.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,eye_expr_surprise,13.15,0.0,123,25.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_blink,eye_expr_smile,13.12,0.0,122,23.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,eye_expr_wink,13.08,0.0,122,22.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,eye_expr_surprise,13.07,0.0,123,23.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_expr_heart,13.04,0.0,156,246.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_R_smile,eye_expr_smile,13.04,0.0,122,21.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_expr_squeeze,13.0,0.0,156,245.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_expr_jito,12.96,0.0,156,244.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_expr_wink,12.88,0.0,156,242.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_expr_surprise,12.87,0.0,157,243.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
face_base,eye_expr_smile,12.84,0.0,156,241.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_expr_heart,12.76,0.0,134,29.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_expr_squeeze,12.72,0.0,134,28.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_expr_jito,12.68,0.0,134,27.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,eye_expr_heart,12.68,0.0,134,27.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,eye_expr_squeeze,12.64,0.0,134,26.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_expr_wink,12.6,0.0,134,25.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,eye_expr_jito,12.6,0.0,134,25.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_expr_surprise,12.59,0.0,135,26.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_blink,eye_expr_smile,12.56,0.0,134,24.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,eye_expr_wink,12.52,0.0,134,23.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,eye_expr_surprise,12.51,0.0,135,24.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_L_smile,eye_expr_smile,12.48,0.0,134,22.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,eye_expr_heart,12.35,0.0,13,25.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,eye_expr_squeeze,12.31,0.0,13,24.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,eye_expr_jito,12.27,0.0,13,23.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,eye_expr_surprise,12.23,0.0,13,22.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_brow,eye_expr_heart,12.2,0.0,16,25.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,eye_expr_wink,12.19,0.0,13,21.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_brow,eye_expr_squeeze,12.16,0.0,16,24.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_brow,eye_expr_smile,12.15,0.0,13,20.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_brow,eye_expr_jito,12.12,0.0,16,23.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_brow,eye_expr_surprise,12.08,0.0,16,22.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_brow,eye_expr_wink,12.04,0.0,16,21.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_brow,eye_expr_smile,12.0,0.0,16,20.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_smile,accent_gloom,11.9,0.0,102,150.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_wink,accent_gloom,11.86,0.0,102,149.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_surprise,accent_gloom,11.82,0.0,102,148.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_jito,accent_gloom,11.78,0.0,102,147.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_squeeze,accent_gloom,11.74,0.0,102,146.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_heart,accent_gloom,11.7,0.0,102,145.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
ear_inner,raw_eyewear,11.4,0.0,4,15.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_iris,L_upper_lash,11.15,0.0,37,20.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
hair_front_L,hair_front_R,11.08,29.0,0,2.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>front_hair_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>front_hair_warp,1,1
R_iris,R_upper_lash,11.05,0.0,39,20.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
R_iris,eye_R_smile,11.01,0.0,47,29.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
R_iris,eye_R_blink,10.93,0.0,47,27.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
raw_footwear,raw_legwear,10.84,0.0,4,1.0,2,root_warp>body_warp,root_warp>body_warp,0,0
L_iris,eye_L_smile,10.82,0.0,50,28.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
L_iris,eye_L_blink,10.74,0.0,50,26.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
eye_expr_smile,accent_tear,10.68,0.0,32,32.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,L_upper_lash,10.65,0.0,31,30.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
eye_expr_wink,accent_tear,10.64,0.0,32,31.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_surprise,accent_tear,10.6,0.0,32,30.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_jito,accent_tear,10.56,0.0,32,29.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_eye_white,R_iris,10.55,0.0,41,10.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
R_eye_white,R_upper_lash,10.55,0.0,33,30.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
eye_expr_squeeze,accent_tear,10.52,0.0,32,28.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_eye_white,eye_R_smile,10.51,0.0,41,39.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
eye_expr_heart,accent_tear,10.48,0.0,32,27.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
L_eye_white,L_iris,10.45,0.0,43,10.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
R_eye_white,eye_R_blink,10.43,0.0,41,37.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
L_eye_white,eye_L_smile,10.37,0.0,43,38.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_tongue,mouth_parts_lower_lip,10.33,0.0,15,2.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
mouth_parts_interior,mouth_parts_tongue,10.29,0.0,15,1.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
L_eye_white,eye_L_blink,10.29,0.0,43,36.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_interior,mouth_parts_lower_lip,9.17,0.0,39,3.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
L_upper_lash,eye_L_smile,8.62,0.0,54,8.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
L_upper_lash,eye_L_blink,8.54,0.0,54,6.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
mouth_parts_tongue,mouth_line,8.51,9.0,53,4.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
L_ear_outer,face_base,8.44,0.0,52,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
mouth_parts_tongue,mouth_parts_teeth,8.39,5.0,53,1.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
R_upper_lash,eye_R_smile,8.36,0.0,60,9.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
accent_blush,accent_tear,8.33,0.0,55,2.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
R_upper_lash,eye_R_blink,8.28,0.0,60,7.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
R_ear_outer,face_base,7.73,0.0,67,2.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
neck,neck_skin,7.39,0.0,81,11.0,3,root_warp>upper_warp>neck_warp,root_warp>upper_warp>neck_warp,0,0
mouth_parts_lower_lip,mouth_line,6.73,0.0,87,2.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
mouth_parts_teeth,mouth_parts_lower_lip,6.69,0.0,87,1.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
mouth_parts_teeth,mouth_line,6.67,0.0,89,3.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
mouth_parts_interior,mouth_parts_teeth,6.63,0.0,89,2.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
mouth_parts_interior,mouth_line,5.95,0.0,105,5.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>mouth_warp,0,0
hair_back_L,hair_back_R,5.34,0.0,114,1.0,2,root_warp>back_hair_warp,root_warp>back_hair_warp,1,1
hair_front_L,hair_front_C,5.34,0.0,114,1.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>front_hair_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>front_hair_warp,1,1
hair_front_C,hair_front_R,5.34,0.0,114,1.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>front_hair_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>front_hair_warp,1,1
eye_R_blink,eye_R_smile,4.13,0.0,139,2.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_R_warp,0,0
eye_L_blink,eye_L_smile,4.03,0.0,141,2.0,5,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,root_warp>upper_warp>head_z_warp>head_angle_warp>eye_L_warp,0,0
eye_expr_smile,eye_expr_heart,3.4,0.0,156,5.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_smile,eye_expr_squeeze,3.36,0.0,156,4.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_wink,eye_expr_heart,3.36,0.0,156,4.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_smile,eye_expr_jito,3.32,0.0,156,3.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_wink,eye_expr_squeeze,3.32,0.0,156,3.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_surprise,eye_expr_heart,3.32,0.0,156,3.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_smile,eye_expr_surprise,3.28,0.0,156,2.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_wink,eye_expr_jito,3.28,0.0,156,2.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_surprise,eye_expr_squeeze,3.28,0.0,156,2.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_jito,eye_expr_heart,3.28,0.0,156,2.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_smile,eye_expr_wink,3.24,0.0,156,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_wink,eye_expr_surprise,3.24,0.0,156,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_surprise,eye_expr_jito,3.24,0.0,156,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_jito,eye_expr_squeeze,3.24,0.0,156,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_squeeze,eye_expr_heart,3.24,0.0,156,1.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
raw_bottomwear,L_arm,1.45,0.0,203,15.0,2,root_warp>body_warp,root_warp>body_warp,0,0
raw_bottomwear,R_arm,1.3,0.0,206,15.0,2,root_warp>body_warp,root_warp>body_warp,0,0
eye_expr_smile,accent_blush,1.2,0.0,289,30.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_wink,accent_blush,1.16,0.0,289,29.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_surprise,accent_blush,1.12,0.0,289,28.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_jito,accent_blush,1.08,0.0,289,27.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_squeeze,accent_blush,1.04,0.0,289,26.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
eye_expr_heart,accent_blush,1.0,0.0,289,25.0,4,root_warp>upper_warp>head_z_warp>head_angle_warp,root_warp>upper_warp>head_z_warp>head_angle_warp,0,0
